SMILES,frequency
[9*]n1ncc2c1CCCCC2,1
[16*]c1ccc2c(c1)c(C=NNc1nnc3c(n1)[nH]c1ccccc13)c(C)n2C,1
[9*]n1c(=S)[nH]c2sccc2c1=O,1
[16*]c1csc2[nH]c(=S)[nH]c(=O)c12,1
[6*]C(=O)N=C1N=[NH+]CS1,1
[13*]C1[NH+]=NC(=NC=O)S1,1
[16*]c1cc2ccc(=O)oc2cc1C,1
[16*]c1cc2c3c(sc2nc1C)CC(C)CC3,1
[16*]c1cc(C)nc2sc3c(c12)CCC(C)C3,1
[15*]C1(O)CC(C)CC(C)(C)C1,1
[16*]c1cnc2cc(C)nn2c1,1
[15*]C1(C)CC2=C(CCCC2(C)C)CC1C,1
[13*]C1(C)[NH2+]CCO1,1
[9*]n1c2c(c(=O)[nH]c1=S)C(C)=CC(C)(C)O2,1
[9*]n1c(=S)[nH]c2c(c1=O)C(C)=CC(C)(C)O2,1
[13*]C1CC(C)C[NH2+]1,1
[9*]n1c(=O)c(=O)n(C)c2ccccc21,1
[14*]c1[nH]c2c([nH+]1)CCCC2,1
[16*]c1c(O)oc2cc(=[NH2+])ccc-2c1C,1
[12*]S(=O)(=O)C(F)(F)F,1
[15*]C1C(C=O)=C(C)NC(C)=C1C=O,1
[14*]c1nnc2n(C)c3c(=O)[nH]c(=O)n(C)c3n12,1
[14*]c1nn2nnnc2c2ccccc12,1
[4*]CC(C)(O)C#CCCC,1
[13*]C1CC(c2cccc(C)c2)n2nc(N)nc2N1,1
[5*]N1CC(C)CSc2ccccc21,1
[12*]S(=O)(=O)c1cc(S(N)(=O)=O)ccc1Cl,1
[5*]N1C(N)=[NH+]CC12C[NH+]1CCC2CC1,1
[5*]NC(=[NH+]C)N1CCCC(C)C1,1
[15*]C1(C#N)CCC(C)(C)CC1,1
[4*]C1CCCC1C,1
[14*]c1cc2ncc(Br)cn2n1,1
[16*]c1ccc(Br)c(C=NNC(=O)CC#N)c1,1
[16*]c1ccc(C=NNC(=O)CC#N)c(Br)c1,1
[14*]c1nc2cc3ccccc3cc2c(=O)[nH]1,1
[9*]n1c[nH+]c2c1CCNC2,1
[16*]c1c(C)oc2c1C(=CNN1CCOCC1)C(=O)c1ccccc1-2,1
[5*]N1CC(C#N)C1,1
[4*]C1(C#N)CNC1,1
[14*]c1cn2c(n1)NN=C(c1ccccc1)C2,1
[14*]c1cnc2n1CC(c1ccccc1)=NN2,1
[9*]n1cnc2c(c1=O)CC[NH2+]C2,1
[8*]CCC(C)CC(=O)NNc1cc(C#N)cc(Cl)n1,1
[16*]c1c(O)cc(Br)c(O)c1Br,1
[6*]C(=O)CS(=O)(=O)c1ccc(C)cc1C,1
[13*]C1CC(c2cccnc2)=NO1,1
[9*]n1c(=O)oc2ccc(N)cc21,1
[6*]C(=O)NNc1ccc(C)c(Cl)c1,1
[10*]N1C(=O)c2cccc3c([N+](=O)[O-])ccc(c23)C1=O,1
[1*]C(=O)C1=CCCCC1,1
[9*]n1nc(C)c2c1NC(=O)CC2c1ccccc1F,1
[5*]NC1CCCSc2ccccc21,1
[4*]C(C)C(=O)NN=Cc1ccc(Cl)cc1,1
[7*]=C1C(=O)N(CN2CC(C)OC(C)C2)c2ccccc21,1
[9*]n1c2c(c3cc(F)ccc31)C[NH+](C)CC2,1
[5*]N1CC(C)[NH2+]Cc2ccccc21,1
[13*]C1(C)CNc2ccccc2C[NH2+]1,1
[1*]C(=O)C(=O)NN=Cc1cccc(O)c1,1
[16*]c1c(O)cccc1C=NNC(=O)C=O,1
[14*]c1nc(S(=O)(=O)CC)ncc1Cl,1
[15*]C1C2=C([O-])CC(C)(C)CC2=NC2=NC(=N)N=C([O-])C21,1
[5*]NC(=NS(=O)(=O)c1ccccc1)c1ccccc1,1
[16*]c1ccc(I)nc1,1
[7*]=C1CCCCC1(C)C,1
[4*]C(C)CCCl,1
[16*]c1ccc(C2=NCC(=O)N(CC=O)c3sc(C)c(C)c32)cc1,1
[16*]c1cccc(C2=NCC(=O)N(CC=O)c3sc(C)c(C)c32)c1,1
[6*]C(=O)CN1C(=O)CN=C(c2ccccc2)c2c1sc(C)c2C,1
[1*]C(=O)C(C)[N+](=O)[O-],1
[1*]C(=O)C1=C(C)N=c2sc(=Cc3ccccn3)c(=O)n2C1c1ccccc1,1
[16*]c1ccc(C2C(C=O)=C(C)N=c3sc(=Cc4ccccn4)c(=O)n32)cc1,1
[16*]c1cccc(C2C(C=O)=C(C)N=c3sc(=Cc4ccccn4)c(=O)n32)c1,1
[16*]c1ccc2c(c1)CCC(=O)N2CCC(C)C,1
[5*]N1C(N)=[NH+]CC12CCC(C)C2,1
[9*]n1c(=O)[nH]c(=O)c2c3c(sc21)COC(C)(C)C3,1
[9*]n1c(=O)[nH]c2sc3c(c2c1=O)CC(C)(C)OC3,1
[15*]C1(C)CC(=O)NC(=O)C1C,1
[16*]c1ccc2c(c1)SCN2,1
[13*]C1Nc2ccccc2S1,1
[6*]C(=O)NNC1CC(=O)NC1=O,1
[10*]N1C(=O)CC(NNC=O)C1=O,1
[14*]c1nnc2nc(C)nn2c1C,1
[10*]N1C(=O)C2COC3(C(=O)c4ccccc4C3=O)C2C1=O,1
[13*]C1OC2(C(=O)c3ccccc3C2=O)C2C(=O)NC(=O)C12,1
[7*]=Cc1onc(C)c1[N+](=O)[O-],1
[14*]c1ccn(C=O)n1,1
[6*]C(=O)n1cccn1,1
[14*]c1onc(C)c1[N+](=O)[O-],1
[3*]OS(=O)(=O)c1cccc(C#N)c1,1
[8*]CS(=O)(=O)C1CCCCC1,1
[14*]c1sc(=NC=O)[nH]c1C,1
[5*]N1CCC2C[NH2+]CC21,1
[1*]C(=O)CN1C(=O)CCn2nc(C)cc21,1
[9*]n1c2c(sc1=O)C1c3ccccc3OCC1CS2,1
[16*]c1ccc(C2C3=C(CCCC3=O)Nc3ccnn32)cc1O,1
[16*]c1cnn2c1NC1=C(C(=O)CCC1)C2c1cccc(O)c1,1
[16*]c1cc(Br)cc(C=NNC=O)c1,1
[16*]c1ccc(C=NNC=O)cc1Br,1
[5*]N1CC(C#N)=C(C)C1C,1
[13*]C1NC(C)C(C)=C1C#N,1
[9*]n1c(=O)cc(C)c2cc(C)cc(C)c21,1
[8*]C[n+]1ccc(N)cc1,1
[5*]N1CCCC2(CNC(=O)c3ccccc3O2)C1,1
[16*]c1cccc2cccc(Cl)c12,1
[15*]C1COCCC1[SH](=O)=O,1
[8*]C(C)Nn1cccc1,1
[9*]n1c(C)c(C)c2c1ncn1ncnc21,1
[14*]c1nc2c3c(C)c(C)[nH]c3ncn2n1,1
[5*]NC=C1C(=O)NC(=S)NC1=O,1
[10*]N1C(=O)C(=CN)C(=O)NC1=S,1
[14*]c1c(C)c2ccccc2n1C,1
[13*]C1(C)NC(=O)N(N=Cc2ccc3c(c2)OCO3)C1=O,1
[13*]C1[NH+]=c2ccc(Br)cc2=C1C,1
[13*]C1NN=C2CCCCCN21,1
[16*]c1ccc(C2=NCC(=O)O2)cc1[N+](=O)[O-],1
[7*]=C1N=C(c2cccc([N+](=O)[O-])c2)OC1=O,1
[14*]c1nc(N)ncc1C,1
[14*]c1n[nH]c(N)c1Cl,1
[9*]n1ncc(Cl)c1N,1
[5*][NH+]1CCN(CN2CCOC2=S)CC1,1
[15*]C1C=C(c2ccc(C)cc2)N=C1C,1
[5*]NC(=[NH+]C)N1CCCC1,1
[15*]C1CCN(C(N)=[NH+]C)C1,1
[5*]N1CCN2C(=O)N(C)CC2C1,1
[14*]c1nnc2c(n1)[nH]c1ccc(F)cc12,1
[16*]c1cccc2oc(=O)cc(C)c12,1
[9*]n1cnc2c([nH]c3ccc(Br)cc32)c1=O,1
[5*]N1CCC2C[NH2+]CCC21,1
[5*][NH+]1CCC2NCCC2C1,1
[15*]C1CNC2CC[NH2+]CC12,1
[14*]c1[nH]c(=O)[nH]c(=O)c1N,1
[7*]=C1CC2OC2(C)CCC2OC2(C)CC1=O,1
[14*]c1nc(=O)c2ccsc2[nH]1,1
[16*]c1csc2[nH]cnc(=O)c12,1
[1*]C(=O)CN1C(=O)COc2ccc(C)cc21,1
[13*]C1Oc2ccc(C)cc2N(CC=O)C1=O,1
[16*]c1ccc(C2=NOC(C3C=C(c4ccccc4)N=N3)N2)cc1,1
[16*]c1cccc(C2=NOC(C3C=C(c4ccccc4)N=N3)N2)c1,1
[5*][NH+]1CCC2(CC1)c1[nH]cnc1CCN2C,1
[12*]S(=O)(=O)c1ccc2c(c1)CCCC(=O)N2,1
[16*]c1c(C)n(C)ccc1=O,1
[14*]c1[nH]c(C)nc1[N+](=O)[O-],1
[15*]C1CC1C([O-])=NS(=O)(=O)c1ccc(F)cc1F,1
[1*]C(=O)C(=O)NO,1
[3*]ONC(=O)C=O,1
[15*]C1CCCCC1C1CCCCC1,1
[16*]c1cc2cccc3c2n(c1=O)CCC3,1
[8*]C(C)([NH3+])CCC,1
[12*]S(=O)(=O)c1cccc2ccc(C)nc12,1
[15*]C1C(=O)OC2CC(C)=CCCC(C)=CC(O)C21,1
[3*]OP(C)(=O)Nc1ccc(C)cc1C,1
[14*]c1cc([O-])on1,1
[14*]c1nc(N)nc2c1nc(C)n2C,1
[16*]c1cccc(Cl)c1[N+](=O)[O-],1
[15*]C1C(C#N)=C(N)N2C(=O)CCSC2=C1C#N,1
[5*]N1CCc2[nH]c3ccnn3c(=O)c2C1,1
[14*]c1cc2[nH]c3c(c(=O)n2n1)CNCC3,1
[9*]n1ccc2ccc(C)cc21,1
[14*]c1cc(=O)[nH]o1,1
[16*]c1co[nH]c1=O,1
[5*][NH+]1CCOCC(O)C1,1
[1*]C(=O)Cn1cnnn1,1
[7*]=C(C=O)n1cnnn1,1
[14*]c1nnnn1CC=O,1
[16*]c1ccc(S(=O)(=O)C2CCS(=O)(=O)C2)cc1C,1
[16*]c1c[nH]c2cc(F)ccc2c1=O,1
[9*]n1ccc(=O)c2ccc(F)cc21,1
[8*]CN1CCC[NH2+]CC1,1
[16*]c1cc(Cl)cc2ccoc12,1
[16*]c1ccccc1C1C(C#N)=C(N)Oc2ccccc21,1
[16*]c1ccc2c(c1)OC(N)=C(C#N)C2c1ccccc1,1
[16*]c1ccc(S(=O)(=O)N=C2C=CC(=O)C(Br)=C2)cc1,1
[16*]c1ccc([N+](=O)[O-])cc1C=O,1
[13*]C1NC2(C(=O)N(C)c3ccccc32)C2C(=O)N(C)C(=O)C12,1
[8*]CN1C(=O)C2(NCC3C(=O)N(C)C(=O)C32)c2ccccc21,1
[4*]CCCCCBr,1
[14*]c1nc(Cl)nc2[nH]cnc12,1
[14*]c1nnc2n1N=C(c1ccco1)CS2,1
[16*]c1cnn(C)c(=O)c1Br,1
[14*]c1cc(Cl)c2cc(C)ccc2n1,1
[4*]C(C)C(=C)C,1
[6*]C(=O)CCC(=O)NN1CCOCC1,1
[13*]C1Nc2c(C)cc(C)cc2C2OCCCC12,1
[14*]c1nc(C)c(C)c(C)n1,1
[5*]N1CCC2(CC1)N=C(c1ccc(C)c(C)c1)C(=O)N2,1
[4*]CC(=O)NN=Cc1cc(Cl)ccc1O,1
[9*]n1cnc([O-])c(C2[NH2+]CCc3ccccc32)c1=O,1
[14*]c1nc([O-])c(C2[NH2+]CCc3ccccc32)c(=O)[nH]1,1
[16*]c1ccc(C2=NN3CC(C(N)=O)=C(C)N=C3N2)cc1,1
[13*]C1C(C(N)=O)=C(C)N=C2NC(c3ccccc3)=NN21,1
[5*]N1CCCOC1,1
[13*]C1NCCCO1,1
[6*]C(=O)NN=Cc1c(C)n[nH]c1C,1
[9*]n1nc(C)c(C=NNC=O)c1C,1
[13*]C1N=[NH+]C(=S)N1N=Cc1cccc(Cl)c1Cl,1
[14*]c1n[nH]c(NN=Cc2ccc(F)cc2)n1,1
[14*]c1sc2[nH]c(=O)[nH]c(=O)c2c1C,1
[9*]n1c(=O)[nH]c2scc(C)c2c1=O,1
[9*]n1c(=O)[nH]c(=O)c2c(C)csc21,1
[8*]CS(=O)c1ncc(C)c(Cl)n1,1
[7*]=Cc1cccc(C)c1C,1
[5*]N1CCC(O)C(C)C1,1
[10*]N1CCC2(CCC1=O)CC(=O)c1cc(Cl)ccc1O2,1
[5*]N1CCC2(CC1)N=C(c1cccc(F)c1)C(=O)N2,1
[15*]C1C(=O)NC(=S)NC1=O,1
[5*][NH+]1CCC2(CCCC2)CC1,1
[16*]c1ccc(C2=NN=C(C(=O)NN=Cc3ccc(C#N)cc3)C2)cc1,1
[15*]C1C(C(C)C)=NC([N+](=O)[O-])=C1S,1
[11*]SC1=C([N+](=O)[O-])N=C(C(C)C)C1,1
[8*]C(O)C(C)C#N,1
[13*]C1Cc2cc(F)cc(F)c2O1,1
[9*]n1c(C)csc1=NC=O,1
[1*]C(=O)C(=O)NN=Cc1ccc(O)cc1,1
[14*]c1nc2ccc(C)cc2cc1C#N,1
[5*][NH2+]C1c2cc(Br)cc(F)c2CC1C,1
[5*]N1CC2CC[NH2+]C2C1,1
[5*]N1CCOC2(CCCCCC2)C1,1
[16*]c1cc(Br)c2c(c1)OCCCO2,1
[7*]=C1C(=N)N2N=C(N3CCCCC3)SC2=NC1=O,1
[16*]c1cc2ccc(O)cc2oc1=[NH+]c1cccc(F)c1,1
[14*]c1cc(=O)c2ccccc2n1C,1
[1*]C(=O)CN1C(=O)C=C(c2ccccc2)Nc2ccccc21,1
[15*]C1CCCCC1C1CCOC2(CCCC2)C1,1
[1*]C(=O)C1=C(C)OC(n2cccc2)=C(C#N)C1,1
[15*]C1C(C#N)=C(n2cccc2)OC(C)=C1C=O,1
[4*]CCC1=CCC2CC1C2(C)C,1
[16*]c1ccc2c(c1)OC(N)=C(C#N)C2c1cccc(F)c1,1
[6*]C(=O)CC1(O)C(=O)N(CC)c2ccc(Br)cc21,1
[16*]c1cc(C)cc2c(C)c(C)[nH]c12,1
[16*]c1ccc2c3c1OC1C(O)CC=CC31CC[N+](C)(C)C2,1
[13*]C1CC(=O)N(C)C(=Nc2ccc3c(c2)OCO3)S1,1
[15*]C1C2NC(=S)NC1(C)Oc1ccc(Cl)cc12,1
[1*]C(=O)CS(=O)CCC,1
[8*]C(CC)S(=O)CC=O,1
[14*]c1nc2cc(F)c(F)cc2[nH]1,1
[9*]n1ncc2ccc([N+](=O)[O-])cc21,1
[14*]c1[nH]cnc1N,1
[9*]n1c2c(sc1=O)CCCCC2,1
[12*]S(=O)(=O)c1c(N)cccc1Cl,1
[8*]C(C#N)C(F)(F)F,1
[16*]c1ccc(S(=O)(=O)N=C([O-])CC)cc1,1
[8*]CCC([O-])=NS(=O)(=O)c1ccccc1,1
[16*]c1cnc2nc(N)nn2c1N,1
[7*]=C1C(=O)C(=O)NC12C(=O)N(CCC)c1ccccc12,1
[10*]N1C(=O)C(=O)CC12C(=O)N(CCC)c1ccccc12,1
[7*]=C(O)c1ccc(C)o1,1
[14*]c1ncnc2[nH]c(C)c(C)c12,1
[9*]n1c(C)c(C)c2cncnc21,1
[13*]C1(C)NCC2C(=O)NC(=O)C21,1
[10*]N1C(=O)C2CNC(C)C2C1=O,1
[13*]C1NC(C)C2C(=O)NC(=O)C12,1
[14*]c1nn(C)c2c1CC(C)C(=O)N2,1
[11*]SC1=NC(=O)C2C(=N1)[N-]C([NH3+])=C(C#N)C21C(=O)Nc2ccc(C)cc21,1
[8*]CS(=O)(=O)n1nccc1N,1
[14*]c1cc(N)n(S(C)(=O)=O)n1,1
[8*]C(C=O)C=O,1
[14*]c1ncnc2ccc(Br)cc12,1
[16*]c1ccc(C2c3cc4c(cc3OC(C)C2C)OCO4)cc1,1
[4*]C1(C)Oc2cc3c(cc2C(c2ccccc2)C1C)OCO3,1
[16*]c1ccc(C2c3c(nc[n+](CC)c3N)Oc3ccc4ccccc4c32)cc1,1
[16*]c1cccc(C2c3c(nc[n+](CC)c3N)Oc3ccc4ccccc4c32)c1,1
[4*]CC[n+]1cnc2c(c1N)C(c1ccccc1)c1c(ccc3ccccc13)O2,1
[14*]c1cnc(N)o1,1
[4*]C(C1=C(N)CC(C)(C)CC1=O)(C(F)(F)F)C(F)(F)F,1
[5*]NC1=C(C(C(F)(F)F)C(F)(F)F)C(=O)CC(C)(C)C1,1
[15*]C1CC2=C(CC(C)CC2=O)N=C1C,1
[15*]C1C(=O)C2=C(CC1C)N=C(C)CC2,1
[15*]C1CC(C)=NC2=C1C(=O)CC(C)C2,1
[5*]N1CCC[NH+](C)c2ccc(F)cc21,1
[14*]c1nnc2n1CCS2,1
[5*][NH+]1CC=CC1,1
[13*]C1C=CC[NH2+]1,1
[13*]C1CC(=NNc2cc(C)nc(C)n2)c2ccccc2O1,1
[5*][NH+]1CC=C(c2cc(C)cc(C)c2)CC1,1
[14*]c1nc2c(c(=O)[nH]1)C[NH+](C)CC2,1
[16*]c1cc(C2C(C#N)=C(N)Oc3nc[nH]c(=O)c32)cc2c1OCO2,1
[16*]c1c(C2C(C#N)=C(N)Oc3nc[nH]c(=O)c32)ccc2c1OCO2,1
[1*]C(=O)C(=O)NN=C1CCCC1,1
[14*]c1nc(=O)c(C)c([O-])[nH]1,1
[1*]C(=O)C(C(F)(F)F)C(F)(F)F,1
[4*]C(C=O)(C(F)(F)F)C(F)(F)F,1
[5*][NH+]1CCc2cc3c(cc2C1C)OCCCO3,1
[7*]=C1c2ccc(Cl)cc2CCc2ccc[n+]([O-])c21,1
[7*]=C1CC[NH2+]CC1,1
[4*]C(C)C(=O)C1=c2ccccc2=[NH+]C1C,1
[5*]N1CNN(C[NH+]2CCCC2)C1=S,1
[13*]C1NC(=S)N(C[NH+]2CCCC2)N1,1
[16*]c1ccc(C2=CC(C3NC(c4ccc5c(c4)OCO5)=NO3)N=N2)cc1,1
[8*]CC(=O)NNc1ncno1,1
[14*]c1noc(NNC(C)=O)n1,1
[12*]S(=O)(=O)c1cc(C)n(C)n1,1
[16*]c1c([SH](=O)=O)nn(C)c1C,1
[10*]N1CCCCC(C)(C2CC[NH2+]CC2)C1=O,1
[7*]=C1N=C2SC(=O)C(C)=NN2C1=O,1
[12*]S(=O)(=O)c1cc2c(=O)n(C)nc(C)n2c1,1
[14*]c1sc(=S)n2c1nc([O-])c1ccccc12,1
[16*]c1ccc2c([O-])nc3csc(=S)n3c2c1,1
[3*]OS(=O)(=O)c1ccc2c(c1)OCCCO2,1
[15*]C1CCC=C(Cl)C1,1
[15*]C1CC=C(Cl)CC1,1
[13*]C1[NH+]=C(C)NC1C,1
[14*]c1nnc2c3c4c(sc3nc(N)n12)CCCC4,1
[14*]c1sc2nc(C)nc(C)c2c1C,1
[6*]C(=O)NN=Cc1ccc([N+](=O)[O-])cc1,1
[13*]C1C=C(c2ccc(Cl)cc2)N=N1,1
[16*]c1ccc(Cl)c(Cl)c1Cl,1
[14*]c1[nH+]c(C)cc(C)c1C#N,1
[5*]N1CC(C)Oc2cc(F)ccc21,1
[14*]c1nc(C)nc2sc3c(c12)CCC(C)C3,1
[16*]c1ccc2nc(N=NNC#N)sc2c1,1
[14*]c1nc(=O)c2c3c(sc2[nH]1)COC(C)(C)C3,1
[14*]c1ncc2c(n1)CCOC2,1
[14*]c1cncc(C(N)=NO)n1,1
[1*]C(=O)CC(C)(C)C(=O)[O-],1
[15*]C1CNC(=O)N(C)C1O,1
[13*]C1(O)CCNC(=O)N1C,1
[13*]C1CC(O)N(C)C(=O)N1,1
[8*]C(F)(F)Cl,1
[3*]OC=O,1
[15*]C1CNCC12CCCC2,1
[13*]C1(C)OCC(C)O1,1
[14*]c1cnc2sc3ccccc3n12,1
[5*][NH+]1CC[NH2+]CC1,1
[6*]C(=O)NNc1ccc(Cl)c(Cl)c1,1
[14*]c1nc(C2=CC[NH+](C)CC2)no1,1
[11*]SC1=NC2CS(=O)(=O)CC2N1C,1
[8*]C(C)CC(=O)[O-],1
[7*]=Cc1sc2ccccc2c1Cl,1
[5*]N(C)CN1C(=O)C(=O)c2cc3c(cc21)OCCO3,1
[5*]N1Cc2ccccc2OC2(CC[NH2+]CC2)C1,1
[5*][NH+]1CCC2(CC1)CNCc1ccccc1O2,1
[16*]c1ccc(C=NNS(=O)(=O)c2ccc(C)cc2)cc1,1
[4*]CCCC(C)([NH3+])C(=O)[O-],1
[15*]C1C2(C)OC3=NC(=[N-])C1(C#N)C3(C#N)C(C)O2,1
[15*]C1CC(=O)C2=C(C1)Nc1ncnn1C2c1ccc(C)cc1,1
[7*]=Cc1ccc(F)cc1[N+](=O)[O-],1
[4*]CCC([NH3+])CC,1
[16*]c1c([N+](=O)[O-])c(=O)n(C)c2ccccc12,1
[13*]C1CC2(C(=O)Nc3ccccc32)C2C=Cc3ccccc3N12,1
[15*]C1CN2c3ccccc3C=CC2C12C(=O)Nc1ccccc12,1
[8*]CCCN=Cc1ccc2c(c1)OCO2,1
[1*]C(=O)C1=CC([SH](=O)=O)N=N1,1
[12*]S(=O)(=O)C1C=C(C=O)N=N1,1
[9*]n1ccc(Cl)c1,1
[15*]C1C2=C(CCCC2)[N+](c2ccc([N+](=O)[O-])cc2)=C2CCCCC21,1
[9*]n1cnc2oc(C)c(C)c2c1=O,1
[14*]c1nnc2n1-c1ccccc1CC2,1
[5*]N1CCN(C2=Nc3ccc(C)cc3Oc3ccccc32)CC1C,1
[16*]c1ccc2c(c1)C(N1CCNC(C)C1)=Nc1ccc(C)cc1O2,1
[16*]c1c(O)cc(C)oc1=O,1
[4*]C(C)(C)C([NH3+])CC(C)CC,1
[7*]=Cc1cc(C)no1,1
[7*]=Cc1ccc([SH](=O)=O)s1,1
[15*]C1CC(=C)CC2=C1C(=O)CC(C)(C)C2,1
[8*]C(C)S(=O)(=O)CC(C)CC,1
[16*]c1cc(Br)cc2cccnc12,1
[16*]c1cc(Cl)cc2c1OCC2,1
[14*]c1nc2cc([N+](=O)[O-])cc(C)c2o1,1
[4*]CC(=O)NN=Cc1ccc(Cl)cc1,1
[7*]=C1SC(=O)NC1=Nc1ccccc1C,1
[4*]C(CC)(C(N)=O)C(C)C,1
[4*]CC(O)CS(C)(=O)=O,1
[8*]CS(=O)(=O)CC(C)O,1
[16*]c1ccc(C=c2sc3nc(C)nn3c2=O)cc1,1
[16*]c1cccc(C=c2sc3nc(C)nn3c2=O)c1,1
[7*]=Cc1nc2sc(=Cc3ccccc3)c(=O)n2n1,1
[3*]OP1(=O)NC([O-])=Nc2ncnn21,1
[14*]c1nc2n(n1)P(=O)(O)NC([O-])=N2,1
[14*]c1oc2cc(C)cc(C)c2c1C,1
[5*]N1CCc2cc(N)ccc21,1
[14*]c1nc2sc(=Cc3ccco3)c(=O)n2n1,1
[14*]c1ccc(C=c2sc3ncnn3c2=O)o1,1
[4*]CCCC(=O)NNC=O,1
[10*]N1NC(C2=NC(=O)C3=C4CCCCC4SC3=N2)c2ccccc2C1=O,1
[7*]=C1N(C)c2c(ccc3cccnc23)C1(C)C,1
[5*][NH+]1CCc2[nH]cnc2C1c1ccc(F)cc1Cl,1
[16*]c1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],1
[7*]=Cc1cc(F)ccc1F,1
[14*]c1cccc[n+]1C(C=O)=C(N)[S-],1
[13*]C1N=NC(N)=C1Br,1
[9*]n1nc(O)c2c1N=C(C)SC2c1cccnc1,1
[5*][NH+]1CCC2=C(CN=N2)C1,1
[15*]C1C(=O)N=C2C=CC=CN2C1=O,1
[16*]c1cccc(F)c1I,1
[16*]c1ccc(C)n(C)c1=O,1
[7*]=Cc1cc(Br)cc(Br)c1,1
[13*]C1Nc2ccc(C)cc2S1,1
[10*]N1C(=O)C(C)NC1=S,1
[15*]C1C(C)CC(C)CC1O,1
[5*]N1C2CCCC1CCC2,1
[15*]C1CC2CCCC(C1)N2,1
[13*]C1CCOCO1,1
[16*]c1ccc(C2c3c(C)n[nH]c3Oc3ncn4nc(C)nc4c32)cc1,1
[9*]n1nc(C)c2c1Oc1ncn3nc(C)nc3c1C2c1ccccc1,1
[13*]C1C=CCN1,1
[13*]C1Cc2c([nH]c3ccccc23)C(C)N1,1
[16*]c1ccc2c(c1)C([NH2+]C)CCC2,1
[15*]C1CCc2ccccc2C1[NH2+]C,1
[16*]c1ccc2c(c1)CCC2=O,1
[16*]c1ccc2c(c1)C(=O)CC2,1
[5*]N1CCC2(C=Cc3ccccc32)CC1,1
[4*]C(C#N)CC(C)C,1
[4*]C(C)(C)C(=O)CC1OCCc2ccccc21,1
[16*]c1cn(C)c2c(Cl)cccc2c1=O,1
[9*]n1c(=O)[nH][nH]c1=O,1
[10*]N1C(=O)NC(=N)C12CCCC2(C)C,1
[5*]N1CCc2c(sc3nc[nH]c(=O)c23)C1,1
[9*]n1c(=O)c2c3c(sc2n2cnnc12)CCC3,1
[8*]CCC(=O)N1CCCCO1,1
[13*]C1Cc2ccc(Cl)cc2C(=O)O1,1
[16*]c1c(C)[nH]c2c1cc(O)c1[nH]ncc12,1
[9*]n1ncc2c3[nH]c(C)cc3cc(O)c21,1
[14*]c1n[nH]c2c(O)cc3cc(C)[nH]c3c12,1
[16*]c1cc2nc(C)[nH]c2nc1C,1
[9*]n1c(C)nc2ccc(C)nc21,1
[5*]NC1=NN(C(C)=O)C2(S1)C(=O)N(CCC(C)C)c1ccc(Cl)cc12,1
[16*]c1ccc2[nH]c3c(c2c1)CC(C)CC3,1
[9*]n1c(S)nc2sc3c(c2c1=O)CC[NH+](C)C3,1
[9*]n1cnc2cc(Br)c(Cl)cc2c1=O,1
[7*]=CC(=O)N(C1CCS(=O)(=O)C1)N(C)C,1
[5*]NC(=S)NN1CC[NH+](C)CC1,1
[1*]C(=O)C1=CNc2cc(Br)ccc2S1(=O)=O,1
[5*]N1C=C(C=O)S(=O)(=O)c2ccc(Br)cc21,1
[16*]c1ccc(C2=C(O)c3cccc4cccc(c34)C2=O)cc1,1
[5*]N1C2CC(C#N)C1c1c[nH]nc1C2=O,1
[5*][N+]12CN3CN(CN(C3)C1)C2,1
[12*]S(=O)(=O)CCC(F)(F)F,1
[6*]C(=O)n1ncnc1N,1
[14*]c1nc(N)n(C=O)n1,1
[1*]C(=O)CCS(=O)(=O)c1cccc(Br)c1,1
[16*]c1ccc(Br)cc1S(=O)(=O)CCC=O,1
[16*]c1cn(C)c2c(=O)[nH]c(=O)[nH]c12,1
[9*]n1c(=O)[nH]c2ccn(C)c2c1=O,1
[16*]c1cc(Br)cc(C=O)c1,1
[16*]c1cnc[nH+]c1C,1
[10*]N1C(=O)c2oc3cc(C)cc(C)c3c(=O)c2C1c1ccc(Cl)c(Cl)c1,1
[8*]CS(=O)CCCCC#N,1
[6*]C(=O)C(F)F,1
[14*]c1nnc2c3c4c(sc3ncn12)CC(C)CC4,1
[14*]c1ccc(C#CC(C)(C)O)o1,1
[14*]c1cnc2n1CCCC2,1
[15*]C1C(=O)NC(C)=C1C=O,1
[5*]N1CC(=O)C(c2nc3ccccc3n2C)=C1N,1
[10*]N1C(=O)c2[nH]ncc2C1c1cccc(Br)c1,1
[14*]c1n[nH]c2c1C(c1cccc(Br)c1)NC2=O,1
[7*]=C1CCN(C(C)=O)N1,1
[13*]C1CCNN1C(C)=O,1
[9*]n1c2ccccc2c2nncnc21,1
[12*]S(=O)(=O)C1=CN=C(C2NNCO2)C1,1
[13*]C1NNC(C2=NC=C([SH](=O)=O)C2)O1,1
[5*]N1C(C)=NS(=O)(=O)c2cccnc21,1
[14*]c1cc2ncc3c(n2n1)CCCC3=O,1
[15*]C1CC(=O)c2cnc3ccnn3c2C1,1
[16*]c1cnn2c3c(cnc12)C(=O)CCC3,1
[16*]c1ccccc1C1Nc2c(sc3nc(C)ccc23)-c2nc3ccccc3n21,1
[16*]c1cc(C)nc2sc3c(c12)NC(c1ccccc1)n1c-3nc2ccccc21,1
